TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"5477924","Magic","Commander Legends: Battle for Baldur's Gate","Elder Brain (Extended Art)","","573","R","Near Mint","0.37","0.37","1.3500","0.3600","2","0","0.4200",""
"5477929","Magic","Commander Legends: Battle for Baldur's Gate","Elder Brain (Extended Art)","","573","R","Near Mint Foil","0.50","0.50","1.3200","0.3300","2","0","0.4500",""
"5629142","Magic","Commander Legends: Battle for Baldur's Gate","Eldritch Pact","","126","R","Near Mint","0.23","0.21","1.1700","0.1800","1","0","0.1800",""
"5629147","Magic","Commander Legends: Battle for Baldur's Gate","Eldritch Pact","","126","R","Near Mint Foil","0.29","0.30","1.1900","0.2000","2","0","0.2400",""
"5645014","Magic","Commander Legends: Battle for Baldur's Gate","Eldritch Pact (Extended Art)","","574","R","Near Mint","0.36","0.30","1.1900","0.2000","4","0","0.2900",""
"5645019","Magic","Commander Legends: Battle for Baldur's Gate","Eldritch Pact (Extended Art)","","574","R","Near Mint Foil","0.86","0.52","1.5100","0.5200","1","0","0.7000",""
"5597064","Magic","Commander Legends: Battle for Baldur's Gate","Ellyn Harbreeze, Busybody","","16","U","Near Mint","0.07","","1.0300","0.0400","1","0","0.0500",""
"5602809","Magic","Commander Legends: Battle for Baldur's Gate","Elminster","","274","M","Near Mint","0.86","0.98","1.3400","0.3500","0","0","0.6200",""
"5602814","Magic","Commander Legends: Battle for Baldur's Gate","Elminster","","274","M","Near Mint Foil","1.12","1.06","1.9600","0.9700","1","0","1.0300",""
"5602889","Magic","Commander Legends: Battle for Baldur's Gate","Elminster (Borderless)","","362","M","Near Mint","0.95","0.99","1.8400","0.8500","0","0","0.9300",""
"5602894","Magic","Commander Legends: Battle for Baldur's Gate","Elminster (Borderless)","","362","M","Near Mint Foil","4.32","4.57","4.9600","3.9700","2","0","4.0400",""
"5624872","Magic","Commander Legends: Battle for Baldur's Gate","Elminster's Simulacrum","","68","M","Near Mint","1.14","1.40","1.3400","0.3500","0","0","0.4700",""
"5624877","Magic","Commander Legends: Battle for Baldur's Gate","Elminster's Simulacrum","","68","M","Near Mint Foil","1.30","1.43","1.8200","0.8300","1","0","1.2000",""
"5606051","Magic","Commander Legends: Battle for Baldur's Gate","Elminster's Simulacrum (Extended Art)","","561","M","Near Mint","1.17","1.31","1.9900","1.0000","0","0","1.0400",""
"5622201","Magic","Commander Legends: Battle for Baldur's Gate","Elturel Survivors","","172","R","Near Mint","0.33","0.30","1.1300","0.1400","2","0","0.1900",""
"5622206","Magic","Commander Legends: Battle for Baldur's Gate","Elturel Survivors","","172","R","Near Mint Foil","0.32","0.32","1.1400","0.1500","1","0","0.2300",""
"5622301","Magic","Commander Legends: Battle for Baldur's Gate","Elturel Survivors (Extended Art)","","581","R","Near Mint","0.26","0.27","1.1300","0.1400","3","0","0.2100",""
"5622306","Magic","Commander Legends: Battle for Baldur's Gate","Elturel Survivors (Extended Art)","","581","R","Near Mint Foil","0.32","0.27","1.1800","0.1900","0","0","0.2400",""
"5617891","Magic","Commander Legends: Battle for Baldur's Gate","Emerald Dragon","","229","U","Near Mint","0.12","","1.0300","0.0400","0","0","0.0800",""
"5657941","Magic","Commander Legends: Battle for Baldur's Gate","End-Raze Forerunners","","822","R","Near Mint","0.22","","1.2400","0.2500","0","0","0.2000",""
"5660689","Magic","Commander Legends: Battle for Baldur's Gate","Endless Evil (Extended Art)","","615","R","Near Mint","0.86","0.95","1.3900","0.4000","2","0","0.5400",""
"5606291","Magic","Commander Legends: Battle for Baldur's Gate","Erinis, Gloom Stalker","","230","U","Near Mint","0.17","","1.0900","0.1000","0","0","0.1500",""
"5606391","Magic","Commander Legends: Battle for Baldur's Gate","Erinis, Gloom Stalker (Showcase)","","407","U","Near Mint","0.05","","1.0000","0.0100","1","0","0.0500",""
"5636344","Magic","Commander Legends: Battle for Baldur's Gate","Ettercap","","231","C","Near Mint","0.05","","1.0000","0.0100","0","0","0.0500",""
"5639244","Magic","Commander Legends: Battle for Baldur's Gate","Evolving Wilds","","352","C","Near Mint","0.09","","1.0800","0.0900","0","0","0.0800",""
"5626342","Magic","Commander Legends: Battle for Baldur's Gate","Explore the Underdark","","232","U","Near Mint","0.16","","1.1200","0.1300","0","0","0.2200",""
"5603669","Magic","Commander Legends: Battle for Baldur's Gate","Faceless One","","1","C","Near Mint","0.05","","1.0000","0.0100","0","0","0.0500",""
"5663124","Magic","Commander Legends: Battle for Baldur's Gate","Faerie Dragon Token","","6","T","Near Mint","0.34","0.34","1.2300","0.2400","0","0","0.2900",""
"5661419","Magic","Commander Legends: Battle for Baldur's Gate","Faldorn, Dread Wolf Herald (Extended Art)","","641","M","Near Mint","1.40","1.49","1.7400","0.7400","0","0","0.9600",""
"5600589","Magic","Commander Legends: Battle for Baldur's Gate","Fang Dragon","","173","C","Near Mint","0.08","","1.0400","0.0500","0","0","0.0700",""
"5600594","Magic","Commander Legends: Battle for Baldur's Gate","Fang Dragon","","173","C","Near Mint Foil","0.15","","1.0900","0.1000","0","0","0.1300",""
"5637944","Magic","Commander Legends: Battle for Baldur's Gate","Feywild Caretaker","","69","U","Near Mint","0.10","","1.0800","0.0900","0","0","0.0800",""
"5613834","Magic","Commander Legends: Battle for Baldur's Gate","Feywild Visitor","","70","U","Near Mint","0.13","","1.0000","0.0100","0","0","0.0700",""
"5611043","Magic","Commander Legends: Battle for Baldur's Gate","Firbolg Flutist","","174","R","Near Mint","0.25","0.25","1.1600","0.1700","2","0","0.2100",""
"5611048","Magic","Commander Legends: Battle for Baldur's Gate","Firbolg Flutist","","174","R","Near Mint Foil","0.26","0.26","1.1300","0.1400","2","0","0.1900",""
"5612873","Magic","Commander Legends: Battle for Baldur's Gate","Firbolg Flutist (Extended Art)","","582","R","Near Mint","0.18","0.18","1.1400","0.1500","1","0","0.1600",""
"5612878","Magic","Commander Legends: Battle for Baldur's Gate","Firbolg Flutist (Extended Art)","","582","R","Near Mint Foil","0.28","0.28","1.1700","0.1800","2","0","0.2200",""
"5599169","Magic","Commander Legends: Battle for Baldur's Gate","Fire Diamond","","313","C","Near Mint","0.18","","1.0900","0.1000","0","0","0.1200",""
"5598214","Magic","Commander Legends: Battle for Baldur's Gate","Fire Diamond (Showcase)","","445","C","Near Mint","0.05","","1.0000","0.0100","0","0","0.0500",""
"5661439","Magic","Commander Legends: Battle for Baldur's Gate","Firkraag, Cunning Instigator (Extended Art)","","642","M","Near Mint","1.85","2.44","1.9600","0.9700","2","0","1.4100",""
"5607552","Magic","Commander Legends: Battle for Baldur's Gate","Flaming Fist","","18","C","Near Mint","0.04","","1.0100","0.0200","0","0","0.0500",""
"5634044","Magic","Commander Legends: Battle for Baldur's Gate","Flaming Fist Officer","","19","C","Near Mint","0.05","","1.0000","0.0100","1","0","0.0500",""
"5661134","Magic","Commander Legends: Battle for Baldur's Gate","Folk Hero (Extended Art)","","608","M","Near Mint","4.74","9.90","3.9700","2.9800","4","0","2.9800",""
"5617751","Magic","Commander Legends: Battle for Baldur's Gate","Font of Magic","","71","M","Near Mint","0.61","0.62","1.3300","0.3400","2","0","0.4500",""
"5617756","Magic","Commander Legends: Battle for Baldur's Gate","Font of Magic","","71","M","Near Mint Foil","0.81","0.81","1.5900","0.6000","2","0","0.6900",""
"5617851","Magic","Commander Legends: Battle for Baldur's Gate","Font of Magic (Extended Art)","","562","M","Near Mint","1.01","0.98","1.5700","0.5800","3","0","0.8400",""
"5617856","Magic","Commander Legends: Battle for Baldur's Gate","Font of Magic (Extended Art)","","562","M","Near Mint Foil","1.39","1.38","1.9800","0.9800","1","0","1.1600",""
"5629257","Magic","Commander Legends: Battle for Baldur's Gate","Fraying Line","","314","R","Near Mint","0.09","0.09","1.0400","0.0500","3","0","0.0600",""
"5629262","Magic","Commander Legends: Battle for Baldur's Gate","Fraying Line","","314","R","Near Mint Foil","0.19","0.05","1.1000","0.1100","2","0","0.1300",""
"5644834","Magic","Commander Legends: Battle for Baldur's Gate","Fraying Line (Extended Art)","","597","R","Near Mint","0.15","","1.0100","0.0200","5","0","0.1300",""
"5644839","Magic","Commander Legends: Battle for Baldur's Gate","Fraying Line (Extended Art)","","597","R","Near Mint Foil","0.16","0.15","1.0900","0.1000","2","0","0.1300",""
"5660729","Magic","Commander Legends: Battle for Baldur's Gate","From the Catacombs (Extended Art)","","623","R","Near Mint","0.26","0.21","1.1100","0.1200","3","0","0.2400",""
"5604729","Magic","Commander Legends: Battle for Baldur's Gate","Gale, Waterdeep Prodigy","","72","R","Near Mint","0.24","0.24","1.1500","0.1600","6","0","0.1800",""
"5604734","Magic","Commander Legends: Battle for Baldur's Gate","Gale, Waterdeep Prodigy","","72","R","Near Mint Foil","0.34","0.29","1.2300","0.2400","2","0","0.2800",""
"5606921","Magic","Commander Legends: Battle for Baldur's Gate","Gale, Waterdeep Prodigy (Foil Etched)","","485","R","Near Mint Foil","0.29","0.18","1.1300","0.1400","4","0","0.1400",""
"5604809","Magic","Commander Legends: Battle for Baldur's Gate","Gale, Waterdeep Prodigy (Showcase)","","383","R","Near Mint","0.14","0.12","1.0000","0.0100","5","0","0.0800",""
"5604814","Magic","Commander Legends: Battle for Baldur's Gate","Gale, Waterdeep Prodigy (Showcase)","","383","R","Near Mint Foil","0.19","0.19","1.0900","0.1000","1","0","0.1500",""
"5618491","Magic","Commander Legends: Battle for Baldur's Gate","Gale's Redirection","","73","R","Near Mint","0.30","0.25","1.1400","0.1500","0","0","0.2000",""
"5622521","Magic","Commander Legends: Battle for Baldur's Gate","Gale's Redirection (Extended Art)","","563","R","Near Mint","0.25","0.20","1.0900","0.1000","2","0","0.1800",""
"5622526","Magic","Commander Legends: Battle for Baldur's Gate","Gale's Redirection (Extended Art)","","563","R","Near Mint Foil","0.31","0.26","1.1800","0.1900","4","0","0.2400",""
"5619501","Magic","Commander Legends: Battle for Baldur's Gate","Ganax, Astral Hunter","","176","U","Near Mint","0.26","","1.2300","0.2400","0","0","0.2300",""
"5626127","Magic","Commander Legends: Battle for Baldur's Gate","Gate Colossus","","315","U","Near Mint","0.06","","1.0200","0.0300","0","0","0.0500",""
"5626132","Magic","Commander Legends: Battle for Baldur's Gate","Gate Colossus","","315","U","Near Mint Foil","0.09","","1.0400","0.0500","0","0","0.0700",""
"5633944","Magic","Commander Legends: Battle for Baldur's Gate","Genasi Enforcers","","177","C","Near Mint","0.08","","1.0000","0.0100","3","0","0.0500",""
"5640244","Magic","Commander Legends: Battle for Baldur's Gate","Geode Golem","","316","U","Near Mint","0.20","","1.1000","0.1100","0","0","0.1400",""
"5642634","Magic","Commander Legends: Battle for Baldur's Gate","Ghastly Death Tyrant","","127","C","Near Mint","0.05","","1.0000","0.0100","2","0","0.0500",""
"5631744","Magic","Commander Legends: Battle for Baldur's Gate","Ghost Lantern","","128","U","Near Mint","0.16","","1.0900","0.1000","0","0","0.1200",""
"5636544","Magic","Commander Legends: Battle for Baldur's Gate","Giant Ankheg","","233","U","Near Mint","0.19","","1.1100","0.1200","0","0","0.1400",""
"5606481","Magic","Commander Legends: Battle for Baldur's Gate","Gluntch, the Bestower","","275","R","Near Mint","0.18","0.18","1.0800","0.0900","1","0","0.1200",""
"5606486","Magic","Commander Legends: Battle for Baldur's Gate","Gluntch, the Bestower","","275","R","Near Mint Foil","0.24","0.24","1.1700","0.1800","1","0","0.1900",""
"5606566","Magic","Commander Legends: Battle for Baldur's Gate","Gluntch, the Bestower (Foil Etched)","","533","R","Near Mint Foil","0.21","0.21","1.0100","0.0200","5","0","0.1400",""
"5606571","Magic","Commander Legends: Battle for Baldur's Gate","Gluntch, the Bestower (Showcase)","","422","R","Near Mint","0.08","0.08","1.0500","0.0600","4","0","0.0600",""
"5606576","Magic","Commander Legends: Battle for Baldur's Gate","Gluntch, the Bestower (Showcase)","","422","R","Near Mint Foil","0.21","0.20","1.0900","0.1000","1","0","0.1400",""
"5624067","Magic","Commander Legends: Battle for Baldur's Gate","Gnoll War Band","","178","U","Near Mint","0.07","","1.0000","0.0100","1","0","0.0500",""
"5598044","Magic","Commander Legends: Battle for Baldur's Gate","Goggles of Night","","74","C","Near Mint","0.05","","1.0200","0.0300","0","0","0.0500",""
"5598124","Magic","Commander Legends: Battle for Baldur's Gate","Goggles of Night (Showcase)","","384","C","Near Mint","0.05","","1.0000","0.0100","3","0","0.0500",""
"5634344","Magic","Commander Legends: Battle for Baldur's Gate","Goliath Paladin","","21","C","Near Mint","0.20","0.10","1.0900","0.1000","0","0","0.2300",""
"5634349","Magic","Commander Legends: Battle for Baldur's Gate","Goliath Paladin","","21","C","Near Mint Foil","0.38","","1.2400","0.2500","0","0","0.2900",""
"5639444","Magic","Commander Legends: Battle for Baldur's Gate","Gond Gate","","353","U","Near Mint","0.37","0.33","1.2400","0.2500","0","0","0.2900",""
"5604189","Magic","Commander Legends: Battle for Baldur's Gate","Gorion, Wise Mentor","","276","R","Near Mint","0.10","0.10","1.0400","0.0500","6","0","0.0700",""
"5604194","Magic","Commander Legends: Battle for Baldur's Gate","Gorion, Wise Mentor","","276","R","Near Mint Foil","0.17","0.12","1.1100","0.1200","2","0","0.1300",""
"5607291","Magic","Commander Legends: Battle for Baldur's Gate","Gorion, Wise Mentor (Foil Etched)","","534","R","Near Mint Foil","0.14","0.14","1.0500","0.0600","4","0","0.1100",""
"5604269","Magic","Commander Legends: Battle for Baldur's Gate","Gorion, Wise Mentor (Showcase)","","423","R","Near Mint","0.07","0.07","1.0100","0.0200","5","0","0.0500",""
"5604274","Magic","Commander Legends: Battle for Baldur's Gate","Gorion, Wise Mentor (Showcase)","","423","R","Near Mint Foil","0.20","0.13","1.1000","0.1100","1","0","0.1600",""
"5638244","Magic","Commander Legends: Battle for Baldur's Gate","Gray Harbor Merfolk","","75","C","Near Mint","0.07","","1.0000","0.0100","0","0","0.0500",""
"5642914","Magic","Commander Legends: Battle for Baldur's Gate","Gray Slaad","","129","C","Near Mint","0.07","","1.0000","0.0100","2","0","0.0500",""
"5617651","Magic","Commander Legends: Battle for Baldur's Gate","Greatsword of Tyr","","22","C","Near Mint","0.17","","1.0900","0.1000","0","0","0.1400",""
"5660509","Magic","Commander Legends: Battle for Baldur's Gate","Green Slime (Extended Art)","","636","R","Near Mint","0.55","0.48","1.4500","0.4500","4","0","0.5200",""
"5661379","Magic","Commander Legends: Battle for Baldur's Gate","Grell Philosopher (Extended Art)","","616","R","Near Mint","0.23","0.22","1.1800","0.1900","5","0","0.1900",""
"5623241","Magic","Commander Legends: Battle for Baldur's Gate","Guardian Naga","","23","C","Near Mint","0.08","","1.0000","0.0100","0","0","0.0500",""
"5634444","Magic","Commander Legends: Battle for Baldur's Gate","Guiding Bolt","","24","C","Near Mint","0.05","","1.0000","0.0100","5","0","0.0500",""
"5610943","Magic","Commander Legends: Battle for Baldur's Gate","Guild Artisan","","179","U","Near Mint","0.10","","1.0400","0.0500","0","0","0.0700",""
"5643014","Magic","Commander Legends: Battle for Baldur's Gate","Guildsworn Prowler","","130","C","Near Mint","0.12","","1.0500","0.0600","0","0","0.0700",""
"5643019","Magic","Commander Legends: Battle for Baldur's Gate","Guildsworn Prowler","","130","C","Near Mint Foil","0.26","0.29","1.0300","0.0400","0","0","0.1400",""
"5619401","Magic","Commander Legends: Battle for Baldur's Gate","Gut, True Soul Zealot","","180","U","Near Mint","0.11","","1.0400","0.0500","0","0","0.0700",""
"5601229","Magic","Commander Legends: Battle for Baldur's Gate","Halsin, Emerald Archdruid","","234","U","Near Mint","0.08","","1.0000","0.0100","1","0","0.0500",""
"5601234","Magic","Commander Legends: Battle for Baldur's Gate","Halsin, Emerald Archdruid","","234","U","Near Mint Foil","0.10","0.10","1.0400","0.0500","0","0","0.0800",""
"5601309","Magic","Commander Legends: Battle for Baldur's Gate","Halsin, Emerald Archdruid (Showcase)","","408","U","Near Mint","0.05","","1.0000","0.0100","0","0","0.0500",""
"5624312","Magic","Commander Legends: Battle for Baldur's Gate","Hammers of Moradin","","25","U","Near Mint","0.17","","1.0900","0.1000","0","0","0.1400",""
"5605451","Magic","Commander Legends: Battle for Baldur's Gate","Hardy Outlander","","235","U","Near Mint","0.06","","1.0000","0.0100","1","0","0.0500",""
"5605456","Magic","Commander Legends: Battle for Baldur's Gate","Hardy Outlander","","235","U","Near Mint Foil","0.17","0.20","1.0500","0.0600","1","0","0.1100",""
"5661194","Magic","Commander Legends: Battle for Baldur's Gate","Harper Recruiter (Extended Art)","","609","R","Near Mint","0.22","0.21","1.0900","0.1000","2","0","0.1500",""
"5660649","Magic","Commander Legends: Battle for Baldur's Gate","Haunted One (Extended Art)","","624","M","Near Mint","7.00","13.30","6.9900","5.9900","0","0","5.7800",""
"5626827","Magic","Commander Legends: Battle for Baldur's Gate","Heap Gate","","354","C","Near Mint","0.21","","1.1400","0.1500","0","0","0.1800",""
"5643114","Magic","Commander Legends: Battle for Baldur's Gate","Hezrou","","131","C","Near Mint","0.07","","1.0000","0.0100","2","0","0.0500",""
"5646254","Magic","Commander Legends: Battle for Baldur's Gate","Hoarding Ogre","","181","C","Near Mint","0.06","","1.0400","0.0500","0","0","0.0500",""
"5624772","Magic","Commander Legends: Battle for Baldur's Gate","Horn of Valhalla","","26","R","Near Mint","0.64","0.82","1.3700","0.3800","0","0","0.4200",""
"5624777","Magic","Commander Legends: Battle for Baldur's Gate","Horn of Valhalla","","26","R","Near Mint Foil","0.65","0.64","1.4900","0.5000","1","0","0.5100",""
"5645494","Magic","Commander Legends: Battle for Baldur's Gate","Horn of Valhalla (Extended Art)","","555","R","Near Mint","0.67","0.75","1.4700","0.4800","2","0","0.4900",""
"5645499","Magic","Commander Legends: Battle for Baldur's Gate","Horn of Valhalla (Extended Art)","","555","R","Near Mint Foil","0.72","0.79","1.4100","0.4100","0","0","0.6000",""
"5617551","Magic","Commander Legends: Battle for Baldur's Gate","Icewind Stalwart","","27","C","Near Mint","0.08","","1.0400","0.0500","0","0","0.0500",""
"5600199","Magic","Commander Legends: Battle for Baldur's Gate","Illithid Harvester","","76","R","Near Mint","0.26","0.28","1.1800","0.1900","4","0","0.2100",""
"5600204","Magic","Commander Legends: Battle for Baldur's Gate","Illithid Harvester","","76","R","Near Mint Foil","0.33","0.30","1.2300","0.2400","3","0","0.2700",""
"5600299","Magic","Commander Legends: Battle for Baldur's Gate","Illithid Harvester (Extended Art)","","564","R","Near Mint","0.20","0.20","1.1400","0.1500","1","0","0.1600",""
"5600304","Magic","Commander Legends: Battle for Baldur's Gate","Illithid Harvester (Extended Art)","","564","R","Near Mint Foil","0.22","0.24","1.1900","0.2000","3","0","0.2000",""
"5607472","Magic","Commander Legends: Battle for Baldur's Gate","Imoen, Mystic Trickster","","77","U","Near Mint","0.06","","1.0000","0.0100","1","0","0.0500",""
"5613553","Magic","Commander Legends: Battle for Baldur's Gate","Imoen, Mystic Trickster (Showcase)","","385","U","Near Mint","0.06","","1.0100","0.0200","2","0","0.0500",""
"5634744","Magic","Commander Legends: Battle for Baldur's Gate","Ingenious Artillerist","","182","C","Near Mint","0.24","0.20","1.1900","0.2000","0","0","0.2400",""
"5635144","Magic","Commander Legends: Battle for Baldur's Gate","Inspired Tinkering","","183","U","Near Mint","0.34","","1.3300","0.3400","0","0","0.2400",""
"5634644","Magic","Commander Legends: Battle for Baldur's Gate","Inspiring Leader","","28","U","Near Mint","0.25","","1.1900","0.2000","0","0","0.1900",""
"5635344","Magic","Commander Legends: Battle for Baldur's Gate","Insufferable Balladeer","","184","C","Near Mint","0.05","","1.0200","0.0300","0","0","0.0500",""
"5631644","Magic","Commander Legends: Battle for Baldur's Gate","Intellect Devourer","","132","R","Near Mint","0.27","0.27","1.1900","0.2000","0","0","0.2400",""
"5631649","Magic","Commander Legends: Battle for Baldur's Gate","Intellect Devourer","","132","R","Near Mint Foil","0.46","0.39","1.2400","0.2500","1","0","0.3500",""
"5624272","Magic","Commander Legends: Battle for Baldur's Gate","Intellect Devourer (Extended Art)","","575","R","Near Mint","0.18","0.13","1.0900","0.1000","2","0","0.1500",""
"5624277","Magic","Commander Legends: Battle for Baldur's Gate","Intellect Devourer (Extended Art)","","575","R","Near Mint Foil","0.29","0.28","1.2400","0.2500","2","0","0.2600",""
"5599089","Magic","Commander Legends: Battle for Baldur's Gate","Irenicus's Vile Duplication","","78","U","Near Mint","3.26","3.20","3.4300","2.4400","0","0","2.7600",""
"5622101","Magic","Commander Legends: Battle for Baldur's Gate","Iron Mastiff","","317","U","Near Mint","0.06","","1.0100","0.0200","2","0","0.0500",""
"5608743","Magic","Commander Legends: Battle for Baldur's Gate","Island (456)","","456","L","Near Mint","0.07","","1.0300","0.0400","0","0","0.0500",""
"5655141","Magic","Commander Legends: Battle for Baldur's Gate","Izzet Chemister","","798","R","Near Mint","0.10","","1.0400","0.0500","0","0","0.0600",""
"5622971","Magic","Commander Legends: Battle for Baldur's Gate","Jade Orb of Dragonkind","","236","C","Near Mint","0.16","","1.1100","0.1200","0","0","0.1400",""
"5622976","Magic","Commander Legends: Battle for Baldur's Gate","Jade Orb of Dragonkind","","236","C","Near Mint Foil","1.05","1.99","1.3800","0.3900","1","0","0.5700",""
"5619801","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira, Friend of the Forest","","237","R","Near Mint","1.69","1.76","1.9400","0.9500","0","0","1.1000",""
"5619806","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira, Friend of the Forest","","237","R","Near Mint Foil","3.26","3.27","2.1800","1.1900","1","0","2.3700",""
"5621751","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira, Friend of the Forest (Foil Etched)","","518","R","Near Mint Foil","1.24","1.30","1.5900","0.6000","4","0","1.0400",""
"5619901","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira, Friend of the Forest (Showcase)","","409","R","Near Mint","0.66","0.66","1.2900","0.3000","0","0","0.3500",""
"5619906","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira, Friend of the Forest (Showcase)","","409","R","Near Mint Foil","0.80","1.00","1.3400","0.3500","0","0","0.5500",""
"5599809","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira's Respite","","238","R","Near Mint","0.46","0.47","1.2600","0.2700","5","0","0.3400",""
"5599814","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira's Respite","","238","R","Near Mint Foil","0.56","0.48","1.4300","0.4400","3","0","0.5300",""
"5599909","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira's Respite (Extended Art)","","589","R","Near Mint","0.72","0.77","1.4400","0.4500","1","0","0.7300",""
"5599914","Magic","Commander Legends: Battle for Baldur's Gate","Jaheira's Respite (Extended Art)","","589","R","Near Mint Foil","0.69","0.76","1.4900","0.5000","0","0","0.6100",""
"5620201","Magic","Commander Legends: Battle for Baldur's Gate","Jan Jansen, Chaos Crafter","","277","R","Near Mint","0.13","0.13","1.0700","0.0800","4","0","0.1100",""
"5620206","Magic","Commander Legends: Battle for Baldur's Gate","Jan Jansen, Chaos Crafter","","277","R","Near Mint Foil","0.25","0.22","1.1100","0.1200","2","0","0.1900",""
"5621901","Magic","Commander Legends: Battle for Baldur's Gate","Jan Jansen, Chaos Crafter (Foil Etched)","","535","R","Near Mint Foil","0.11","0.12","1.0900","0.1000","4","0","0.1300",""
"5620301","Magic","Commander Legends: Battle for Baldur's Gate","Jan Jansen, Chaos Crafter (Showcase)","","424","R","Near Mint","0.06","0.06","1.0500","0.0600","6","0","0.0600",""
"5620306","Magic","Commander Legends: Battle for Baldur's Gate","Jan Jansen, Chaos Crafter (Showcase)","","424","R","Near Mint Foil","0.17","0.15","1.0700","0.0800","3","0","0.1200",""
"5635644","Magic","Commander Legends: Battle for Baldur's Gate","Javelin of Lightning","","185","C","Near Mint","0.05","","1.0000","0.0100","2","0","0.0500",""
"5659381","Magic","Commander Legends: Battle for Baldur's Gate","Jeska's Will","","799","R","Near Mint","18.35","19.67","16.9800","15.9900","0","0","17.0300",""
"5595839","Magic","Commander Legends: Battle for Baldur's Gate","Jon Irenicus, Shattered One","","278","R","Near Mint","0.11","0.11","1.0400","0.0500","3","0","0.0700",""
"5595844","Magic","Commander Legends: Battle for Baldur's Gate","Jon Irenicus, Shattered One","","278","R","Near Mint Foil","0.19","0.15","1.0900","0.1000","2","0","0.1600",""
"5612293","Magic","Commander Legends: Battle for Baldur's Gate","Jon Irenicus, Shattered One (Foil Etched)","","536","R","Near Mint Foil","0.17","0.17","1.0400","0.0500","4","0","0.1100",""
"5595939","Magic","Commander Legends: Battle for Baldur's Gate","Jon Irenicus, Shattered One (Showcase)","","425","R","Near Mint","0.10","0.09","1.0100","0.0200","5","0","0.0800",""
"5595944","Magic","Commander Legends: Battle for Baldur's Gate","Jon Irenicus, Shattered One (Showcase)","","425","R","Near Mint Foil","0.20","","1.0900","0.1000","1","0","0.1500",""
"5660529","Magic","Commander Legends: Battle for Baldur's Gate","Journey to the Lost City (Extended Art)","","637","R","Near Mint","0.22","0.16","1.1100","0.1200","0","0","0.1700",""
"5638644","Magic","Commander Legends: Battle for Baldur's Gate","Juvenile Mist Dragon","","79","U","Near Mint","0.09","","1.0400","0.0500","1","0","0.0600",""
"5638649","Magic","Commander Legends: Battle for Baldur's Gate","Juvenile Mist Dragon","","79","U","Near Mint Foil","0.14","0.14","1.0700","0.0800","2","0","0.1000",""
"5620401","Magic","Commander Legends: Battle for Baldur's Gate","Kagha, Shadow Archdruid","","279","U","Near Mint","0.09","","1.0400","0.0500","0","0","0.0700",""
"5620501","Magic","Commander Legends: Battle for Baldur's Gate","Kagha, Shadow Archdruid (Showcase)","","426","U","Near Mint","0.09","","1.0000","0.0100","1","0","0.0500",""
"5614074","Magic","Commander Legends: Battle for Baldur's Gate","Karlach, Fury of Avernus","","186","M","Near Mint","6.53","6.88","5.7900","4.8000","0","0","5.7600",""
"5615158","Magic","Commander Legends: Battle for Baldur's Gate","Karlach, Fury of Avernus (Foil Etched)","","507","M","Near Mint Foil","5.38","6.10","5.3800","4.3900","0","0","4.9500",""
"5615048","Magic","Commander Legends: Battle for Baldur's Gate","Karlach, Fury of Avernus (Showcase)","","400","M","Near Mint","3.43","3.79","3.6800","2.6900","0","0","2.9800",""
"5638944","Magic","Commander Legends: Battle for Baldur's Gate","Kenku Artificer","","80","C","Near Mint","0.21","","1.1200","0.1300","0","0","0.2000",""
"5638949","Magic","Commander Legends: Battle for Baldur's Gate","Kenku Artificer","","80","C","Near Mint Foil","0.57","0.56","1.2400","0.2500","1","0","0.3600",""
"5628697","Magic","Commander Legends: Battle for Baldur's Gate","Kindred Discovery","","81","R","Near Mint","9.35","10.68","8.9800","4.9900","0","0","7.6200",""
"5628702","Magic","Commander Legends: Battle for Baldur's Gate","Kindred Discovery","","81","R","Near Mint Foil","8.63","11.82","9.7300","8.7300","0","0","7.7500",""
"5642774","Magic","Commander Legends: Battle for Baldur's Gate","Kindred Discovery (Extended Art)","","565","R","Near Mint","9.48","17.11","9.3900","8.1000","0","0","7.0300",""
"5642779","Magic","Commander Legends: Battle for Baldur's Gate","Kindred Discovery (Extended Art)","","565","R","Near Mint Foil","9.25","12.00","10.2200","8.7300","0","0","8.0500",""
"5607732","Magic","Commander Legends: Battle for Baldur's Gate","Korlessa, Scale Singer","","280","U","Near Mint","0.19","","1.0900","0.1000","0","0","0.1400",""
"5612243","Magic","Commander Legends: Battle for Baldur's Gate","Korlessa, Scale Singer (Foil Etched)","","538","U","Near Mint Foil","0.27","0.28","1.1700","0.1800","0","0","0.2300",""
"5612393","Magic","Commander Legends: Battle for Baldur's Gate","Korlessa, Scale Singer (Showcase)","","427","U","Near Mint","0.09","","1.0300","0.0400","1","0","0.0700",""
